active ingredients	drug ID	drug label	disease name	disease ID	disease label	indication	drug|disease	original source text	contraindication
EFGARTIGIMOD ALFA 	UNII:961YV2O515	Efgartigimod alfa	GENERALIZED MYASTHENIA GRAVIS	MONDO:0009688	myasthenia gravis	True	MONDO:0009688|UNII:961YV2O515		False
EFGARTIGIMOD ALFA  AND VORHYALURONIDASE ALFA 	UNII:961YV2O515	Efgartigimod alfa	GENERALIZED MYASTHENIA GRAVIS	MONDO:0009688	myasthenia gravis	True	MONDO:0009688|UNII:961YV2O515		False
ROZANOLIXIZUMAB 	UNII:P7186074QC	Rozanolixizumab	GENERALIZED MYASTHENIA GRAVIS	MONDO:0009688	myasthenia gravis	True	MONDO:0009688|UNII:P7186074QC		False
{'EDROPHONIUM CATION'}	CHEBI:251408	Edrophonium	MYASTHENIA GRAVIS	MONDO:0009688	myasthenia gravis	True	MONDO:0009688|CHEBI:251408		False
ECULIZUMAB	UNII:A3ULP0F556	Eculizumab	REFRACTORY GENERALIZED MYASTHENIA GRAVIS (GMG)	MONDO:0009688	myasthenia gravis	True	MONDO:0009688|UNII:A3ULP0F556		False
OLIPUDASE ALFA 	UNII:6D5766Q4OP	Olipudase alfa	NIEMANN-PICK DISEASE TYPE A	MONDO:0009756	Niemann-Pick disease type A	True	MONDO:0009756|UNII:6D5766Q4OP		False
VALBENAZINE TOSILATE	UNII:54K37P50KH	Valbenazine	TARDIVE DYSKINESIA	MONDO:0010096	tardive dyskinesia	True	MONDO:0010096|UNII:54K37P50KH		False
APADAMTASE ALFA / CINAXADAMTASE ALFA 	DRUGBANK:DB15164	Apadamtase alfa	CONGENITAL THROMBOTIC THROMBOCYTOPENIC PURPURA	MONDO:0010122	congenital thrombotic thrombocytopenic purpura	True	MONDO:0010122|DRUGBANK:DB15164		False
OCTOCOG ALFA	UNII:VQ723R7O8R	Lonoctocog alfa	HAEMOPHILIA A (CONGENITAL FACTOR-VIII DEFICIENCY)	MONDO:0010602	hemophilia A	True	MONDO:0010602|UNII:VQ723R7O8R		False
{'TOLAZAMIDE'}	CHEBI:9613	Tolazamide	OBESITY	MONDO:0011122	obesity disorder	True	MONDO:0011122|CHEBI:9613		False
{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	IDIOPATHIC GONADOTROPIN DEFICIENCY	MONDO:0011429	juvenile idiopathic arthritis	True	MONDO:0011429|CHEBI:5120		False
{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	IDIOPATHIC LHRH DEFICIENCY	MONDO:0011429	juvenile idiopathic arthritis	True	MONDO:0011429|CHEBI:5120		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	JUVENILE IDIOPATHIC ARTHRITIS	MONDO:0011429	juvenile idiopathic arthritis	True	MONDO:0011429|UNII:FYS6T7F842		False
BARICITINIB	CHEBI:95341	Baricitinib	JUVENILE IDIOPATHIC ARTHRITIS	MONDO:0011429	juvenile idiopathic arthritis	True	MONDO:0011429|CHEBI:95341		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	SEVERE ACNE	MONDO:0011438	acne	True	MONDO:0011438|CHEBI:133011		False
{'ISOTRETINOIN'}	CHEBI:6067	Isotretinoin	SEVERE RECALCITRANT NODULAR ACNE	MONDO:0011438	acne	True	MONDO:0011438|CHEBI:6067		False
PIMITESPIB	UNII:PLO044MUDZ	TAS-116	GASTROINTESTINAL STROMAL TUMOR (GIST)	MONDO:0011719	gastrointestinal stromal tumor	True	MONDO:0011719|UNII:PLO044MUDZ		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	PSORIATIC ARTHRITIS	MONDO:0011849	psoriatic arthritis	True	MONDO:0011849|UNII:FYS6T7F842		False
APREMILAST	CHEBI:78540	Apremilast	PSORIATIC ARTHRITIS	MONDO:0011849	psoriatic arthritis	True	MONDO:0011849|CHEBI:78540		False
INFLIXIMAB	UNII:B72HH48FLU	Infliximab	PSORIATIC ARTHRITIS	MONDO:0011849	psoriatic arthritis	True	MONDO:0011849|UNII:B72HH48FLU		False
USTEKINUMAB  [USTEKINUMAB BIOSIMILAR 1]	UNII:FU77B4U5Z0	Ustekinumab	PSORIATIC ARTHRITIS	MONDO:0011849	psoriatic arthritis	True	MONDO:0011849|UNII:FU77B4U5Z0		False
OLIPUDASE ALFA 	UNII:6D5766Q4OP	Olipudase alfa	NIEMANN-PICK DISEASE TYPE B	MONDO:0011871	Niemann-Pick disease type B	True	MONDO:0011871|UNII:6D5766Q4OP		False
PNEUMOCOCCAL POLYSACCHARIDE CONJUGATED TO CRM197 CARRIER PROTEIN	CHEBI:8389	Premarin	INVASIVE PNEUMOCOCCAL DISEASE	MONDO:0011888	immunodeficiency 67	True	MONDO:0011888|CHEBI:8389		False
"PNEUMOCOCCAL POLYSACCHARIDES OF SEROTYPES 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C,
19A, 19F, 22F, 23F,
AND 33F CONJUGATED TO CRM197 CARRIER PROTEIN"	RXCUI:2566414	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 22F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 33F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine Injectable Product	PNEUMOCOCCAL DISEASE	MONDO:0011888	immunodeficiency 67	True	MONDO:0011888|RXCUI:2566414		False
{'CHLORDIAZEPOXIDE'}	CHEBI:3611	Chlordiazepoxide	ANXIETY	MONDO:0011918	anxiety	True	MONDO:0011918|CHEBI:3611		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	ANXIETY	MONDO:0011918	anxiety	True	MONDO:0011918|CHEBI:5818		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	ANXIETY	MONDO:0011918	anxiety	True	MONDO:0011918|CHEBI:5818		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	ANXIETY	MONDO:0011918	anxiety	True	MONDO:0011918|CHEBI:5818		False
{'LORAZEPAM'}	CHEBI:6539	Lorazepam	ANXIETY	MONDO:0011918	anxiety	True	MONDO:0011918|CHEBI:6539		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	ORGANIC DISEASE STATES IN WHICH ANXIETY IS MANIFESTED	MONDO:0011918	anxiety	True	MONDO:0011918|CHEBI:5818		False
{'CHLORDIAZEPOXIDE'}	CHEBI:3611	Chlordiazepoxide	PREOPERATIVE APPREHENSION AND ANXIETY	MONDO:0011918	anxiety	True	MONDO:0011918|CHEBI:3611		False
FILGRASTIM	UNII:PVI5M0M1GW	Filgrastim	OR IDIOPATHIC NEUTROPENIA	MONDO:0011922	nonimmune chronic idiopathic neutropenia of adults	True	MONDO:0011922|UNII:PVI5M0M1GW		False
NILOTINIB	CHEBI:52172	Nilotinib	CHRONIC MYELOGENOUS LEUKAEMIA (CML)	MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive	True	MONDO:0011996|CHEBI:52172		False
BLINATUMOMAB	UNII:4FR53SIF3A	Blinatumomab	PHILADELPHIA CHROMOSOME POSITIVE B-PRECURSOR ALL (RELAPSED OR REFRACTORY)	MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive	True	MONDO:0011996|UNII:4FR53SIF3A		False
AVACOPAN	UNII:O880NM097T	Avacopan	GRANULOMATOSIS WITH POLYANGIITIS	MONDO:0012105	granulomatosis with polyangiitis	True	MONDO:0012105|UNII:O880NM097T		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	GRANULOMATOSIS WITH POLYANGIITIS (WEGENER’S) (GPA)	MONDO:0012105	granulomatosis with polyangiitis	True	MONDO:0012105|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	GRANULOMATOSIS WITH POLYANGIITIS (WEGENER’S) (GPA)	MONDO:0012105	granulomatosis with polyangiitis	True	MONDO:0012105|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	GRANULOMATOSIS WITH POLYANGIITIS (WEGENER’S) (GPA)	MONDO:0012105	granulomatosis with polyangiitis	True	MONDO:0012105|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	GRANULOMATOSIS WITH POLYANGIITIS (WEGENER’S) (GPA)	MONDO:0012105	granulomatosis with polyangiitis	True	MONDO:0012105|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	GRANULOMATOSIS WITH POLYANGIITIS (WEGENER’S) (GPA)	MONDO:0012105	granulomatosis with polyangiitis	True	MONDO:0012105|UNII:4F4X42SYQ6		False
SARGRAMOSTIM 	UNII:5TAA004E22	Sargramostim	AUTOIMMUNE PULMONARY ALVEOLAR PROTEINOSIS	MONDO:0012579	autoimmune pulmonary alveolar proteinosis	True	MONDO:0012579|UNII:5TAA004E22		False
{'SOTALOL'}	CHEBI:9207	sotalol hydrochloride	TORSADE DE POINTES	MONDO:0013317	torsade-de-pointes syndrome with short coupling interval	True	MONDO:0013317|CHEBI:9207		False
MELATONIN	CHEBI:16796	Melatonin	INSOMNIA	MONDO:0013600	insomnia	True	MONDO:0013600|CHEBI:16796		False
ACENEURAMIC ACID	PUBCHEM.COMPOUND:349962	Aceneuramic acid	DISTAL MYOPATHY WITH RIMMED VACUOLES	MONDO:0014945	myopathy, distal, with rimmed vacuoles	True	MONDO:0014945|PUBCHEM.COMPOUND:349962		False
TEDUGLUTIDE 	CHEBI:72305	Teduglutide	SHORT BOWEL SYNDROME	MONDO:0015183	short bowel syndrome	True	MONDO:0015183|CHEBI:72305		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	PANCREATIC CANCER	MONDO:0015278	familial pancreatic carcinoma	True	MONDO:0015278|UNII:3A58010674		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	PANCREATIC CANCER	MONDO:0015278	familial pancreatic carcinoma	True	MONDO:0015278|UNII:3A58010674		False
BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	PRIMARY PERITONEAL CANCER	MONDO:0015686	primary peritoneal carcinoma	True	MONDO:0015686|UNII:2S9ZZM9Q9V		False
RUCAPARIB	CHEBI:134689	Rucaparib	PRIMARY PERITONEAL CANCER	MONDO:0015686	primary peritoneal carcinoma	True	MONDO:0015686|CHEBI:134689		False
{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab	MODERATE TO MODERATELY SEVERE PAIN	MONDO:0015720	moderately severe hemophilia A	True	MONDO:0015720|RXCUI:144254		False
{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab	MODERATE TO MODERATELY SEVERE PAIN	MONDO:0015720	moderately severe hemophilia A	True	MONDO:0015720|RXCUI:144254		False
{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab	MODERATE TO MODERATELY SEVERE PAIN	MONDO:0015720	moderately severe hemophilia A	True	MONDO:0015720|RXCUI:144254		False
{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab	MODERATE TO MODERATELY SEVERE PAIN	MONDO:0015720	moderately severe hemophilia A	True	MONDO:0015720|RXCUI:144254		False
{'TRAMADOL'}	CHEBI:75722	Tramadol	MODERATE TO MODERATELY SEVERE PAIN	MONDO:0015720	moderately severe hemophilia A	True	MONDO:0015720|CHEBI:75722		False
BRENTUXIMAB VEDOTIN	UNII:7XL5ISS668	Adcetris	CUTANEOUS T CELL LYMPHOMA	MONDO:0015758	primary cutaneous T-cell lymphoma	True	MONDO:0015758|UNII:7XL5ISS668		False
{'BEXAROTENE'}	CHEBI:50859	Bexarotene	CUTANEOUS T-CELL LYMPHOMA (CTCL) (STAGE IA AND IB)	MONDO:0015758	primary cutaneous T-cell lymphoma	True	MONDO:0015758|CHEBI:50859		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	CHOLERA	MONDO:0015766	cholera	True	MONDO:0015766|CHEBI:133011		False
N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	ACIDOSIS	MONDO:0015827	distal renal tubular acidosis	True	MONDO:0015827|DRUGBANK:DB00083		False
{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	CHEBI:26710	Sodium chloride	ACIDOSIS	MONDO:0015827	distal renal tubular acidosis	True	MONDO:0015827|CHEBI:26710		False
{'DEXTROSE', 'POTASSIUM CHLORIDE', 'SODIUM GLUCONATE', 'SODIUM ACETATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	CHEBI:26710	Sodium chloride	ACIDOSIS	MONDO:0015827	distal renal tubular acidosis	True	MONDO:0015827|CHEBI:26710		False
ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	DRUGBANK:DB00028	Human immunoglobulin G	APLASTIC ANEMIA	MONDO:0015909	aplastic anemia	True	MONDO:0015909|DRUGBANK:DB00028		False
BLINATUMOMAB	UNII:4FR53SIF3A	Blinatumomab	B-PRECURSOR ALL (FIRST OR SECOND COMPLETE REMISSION WITH MRD GREATER THAN OR EQUAL TO 0.1%)	MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	True	MONDO:0015912|UNII:4FR53SIF3A		False
ANDEXANET ALFA 	UNII:BI009E452R	Andexanet alfa	OR EDOXABAN TOSILATE HYDRATE)	MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	True	MONDO:0015912|UNII:BI009E452R		False
ANDEXANET ALFA 	UNII:BI009E452R	Andexanet alfa	OR EDOXABAN TOSILATE HYDRATE)	MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	True	MONDO:0015912|UNII:BI009E452R		False
{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime	OR PENICILLINS	MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	True	MONDO:0015912|CHEBI:553473		False
TREPROSTINIL	CHEBI:50861	Treprostinil	PULMONARY ARTERIAL HYPERTENSION	MONDO:0015924	pulmonary arterial hypertension	True	MONDO:0015924|CHEBI:50861		False
CYSTEAMINE HYDROCHLORIDE	UNII:IF1B771SVB	CYSTEAMINE HYDROCHLORIDE	CYSTINOSIS	MONDO:0016239	cystinosis	True	MONDO:0016239|UNII:IF1B771SVB		False
TRASTUZUMAB	UNII:5384HK7574	Trastuzumab deruxtecan	BREAST CANCER (EARLY)	MONDO:0016419	hereditary breast carcinoma	True	MONDO:0016419|UNII:5384HK7574		False
{'CIMETIDINE'}	CHEBI:3699	Cimetidine	SYSTEMIC MASTOCYTOSIS	MONDO:0016586	systemic mastocytosis	True	MONDO:0016586|CHEBI:3699		False
{'RANITIDINE'}	CHEBI:8776	ranitidine	SYSTEMIC MASTOCYTOSIS	MONDO:0016586	systemic mastocytosis	True	MONDO:0016586|CHEBI:8776		False
{'RANITIDINE'}	CHEBI:8776	ranitidine	SYSTEMIC MASTOCYTOSIS	MONDO:0016586	systemic mastocytosis	True	MONDO:0016586|CHEBI:8776		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	ANTHRAX	MONDO:0016595	inhalational anthrax	True	MONDO:0016595|CHEBI:133011		False
CARMUSTINE	CHEBI:3423	Carmustine	ASTROCYTOMA	MONDO:0016684	anaplastic astrocytoma	True	MONDO:0016684|CHEBI:3423		False
CARMUSTINE	CHEBI:3423	Carmustine	EPENDYMOMA	MONDO:0016698	ependymoma	True	MONDO:0016698|CHEBI:3423		False
ALIROCUMAB	UNII:PP0SHH6V16	Alirocumab	MIXED DYSLIPIDAEMIA	MONDO:0016702	oligoastrocytoma	True	MONDO:0016702|UNII:PP0SHH6V16		False
"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	UNII:C9R35M8XV6	Hiberix	ACUTE POLIOMYELITIS	MONDO:0017373	poliomyelitis	True	MONDO:0017373|UNII:C9R35M8XV6		False
PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN) HAEMOPHILUS INFLUENZAE TYPE B OLIGOSACCHARIDE - DIPHTHERIA CRM197 CONJUGATE	UNII:C9R35M8XV6	Hiberix	ACUTE POLIOMYELITIS	MONDO:0017373	poliomyelitis	True	MONDO:0017373|UNII:C9R35M8XV6		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	TICK FEVERS	MONDO:0017572	tick-borne encephalitis	True	MONDO:0017572|CHEBI:133011		False
{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	PITUITARY-HYPOTHALAMIC INJURY FROM TUMORS	MONDO:0017611	pituitary tumor	True	MONDO:0017611|CHEBI:5120		False
{'FOMEPIZOLE'}	CHEBI:5141	Fomepizole	METHANOL POISONING	MONDO:0017860	methanol poisoning	True	MONDO:0017860|CHEBI:5141		False
{'FOMEPIZOLE'}	CHEBI:5141	Fomepizole	ETHYLENE GLYCOL POISONING	MONDO:0017861	ethylene glycol poisoning	True	MONDO:0017861|CHEBI:5141		False
TAFAMIDIS	CHEBI:78538	Fx-1006A	TRANSTHYRETIN CARDIAC AMYLOIDOSIS (WILD-TYPE)	MONDO:0018018	wild type ATTR amyloidosis	True	MONDO:0018018|CHEBI:78538		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	TULAREMIA	MONDO:0018077	tularemia	True	MONDO:0018077|CHEBI:133011		False
ALIROCUMAB	UNII:PP0SHH6V16	Alirocumab	PRIMARY HYPERCHOLESTEROLAEMIA (HETEROZYGOUS FAMILIAL AND NON-FAMILIAL)	MONDO:0018100	familial primary hypomagnesemia	True	MONDO:0018100|UNII:PP0SHH6V16		False
CARMUSTINE	CHEBI:3423	Carmustine	GLIOBLASTOMA	MONDO:0018177	glioblastoma	True	MONDO:0018177|CHEBI:3423		False
EVINACUMAB 	UNII:T8B2ORP1DW	Evinacumab	HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA	MONDO:0018328	homozygous familial hypercholesterolemia	True	MONDO:0018328|UNII:T8B2ORP1DW		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	POLYARTICULAR JUVENILE IDIOPATHIC ARTHRITIS	MONDO:0018456	polyarticular juvenile idiopathic arthritis	True	MONDO:0018456|UNII:FYS6T7F842		False
{'PROMETHAZINE'}	CHEBI:8461	Promethazine	ANESTHESIA	MONDO:0018493	malignant hyperthermia of anesthesia	True	MONDO:0018493|CHEBI:8461		False
{'DANTROLENE'}	CHEBI:4317	dantrolene	MALIGNANT HYPERTHERMIA	MONDO:0018493	malignant hyperthermia of anesthesia	True	MONDO:0018493|CHEBI:4317		False
{'DANTROLENE'}	CHEBI:4317	dantrolene	MALIGNANT HYPERTHERMIA	MONDO:0018493	malignant hyperthermia of anesthesia	True	MONDO:0018493|CHEBI:4317		False
BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	CARCINOMA OF THE COLON	MONDO:0018513	squamous cell carcinoma of colon	True	MONDO:0018513|UNII:2S9ZZM9Q9V		False
BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	CARCINOMA OF THE RECTUM	MONDO:0018515	squamous cell carcinoma of rectum	True	MONDO:0018515|UNII:2S9ZZM9Q9V		False
FILGRASTIM	UNII:PVI5M0M1GW	Filgrastim	SEVERE CONGENITAL	MONDO:0018542	severe congenital neutropenia	True	MONDO:0018542|UNII:PVI5M0M1GW		False
{'FLUOXYMESTERONE'}	CHEBI:5120	Fluoxymesterone	HYPOGONADOTROPIC HYPOGONADISM (CONGENITAL OR ACQUIRED)	MONDO:0018555	hypogonadotropic hypogonadism	True	MONDO:0018555|CHEBI:5120		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	ACUTE MYELOID LEUKAEMIA	MONDO:0018874	acute myeloid leukemia	True	MONDO:0018874|UNII:3A58010674		False
CEDAZURIDINE, DECITABINE	UNII:39IS23Q1EW	Cedazuridine	ACUTE MYELOID LEUKAEMIA (AML)	MONDO:0018874	acute myeloid leukemia	True	MONDO:0018874|UNII:39IS23Q1EW		False
QUIZARTINIB	CHEBI:90217	Quizartinib	ACUTE MYELOID LEUKAEMIA (AML)	MONDO:0018874	acute myeloid leukemia	True	MONDO:0018874|CHEBI:90217		False
DAUNORUBICIN HYDROCHLORIDE, CYTARABINE	CHEBI:31456	Daunorubicin hydrochloride	ACUTE MYELOID LEUKEMIA (AML)	MONDO:0018874	acute myeloid leukemia	True	MONDO:0018874|CHEBI:31456		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	ACUTE MYELOID LEUKEMIA (AML)	MONDO:0018874	acute myeloid leukemia	True	MONDO:0018874|UNII:3A58010674		False
BREXUCABTAGENE AUTOLEUCEL	DRUGBANK:DB15699	Brexucabtagene autoleucel	MANTLE CELL LYMPHOMA	MONDO:0018876	mantle cell lymphoma	True	MONDO:0018876|DRUGBANK:DB15699		False
FILGRASTIM	UNII:PVI5M0M1GW	Filgrastim	MALIGNANCY (WITH THE EXCEPTION OF CHRONIC MYELOID LEUKAEMIA AND MYELODYSPLASTIC SYNDROMES)	MONDO:0018881	myelodysplastic syndrome	True	MONDO:0018881|UNII:PVI5M0M1GW		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	DIFFUSE LARGE B CELL NON HODGKIN’S LYMPHOMA	MONDO:0018905	diffuse large B-cell lymphoma	True	MONDO:0018905|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	DIFFUSE LARGE B CELL NON-HODGKIN’S LYMPHOMA	MONDO:0018905	diffuse large B-cell lymphoma	True	MONDO:0018905|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	DIFFUSE LARGE B CELL NON-HODGKIN’S LYMPHOMA	MONDO:0018905	diffuse large B-cell lymphoma	True	MONDO:0018905|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	DIFFUSE LARGE B CELL NON-HODGKIN’S LYMPHOMA	MONDO:0018905	diffuse large B-cell lymphoma	True	MONDO:0018905|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	DIFFUSE LARGE B CELL NON‑HODGKIN’S LYMPHOMA	MONDO:0018905	diffuse large B-cell lymphoma	True	MONDO:0018905|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	DIFFUSE LARGE B-CELL NON-HODGKIN’S LYMPHOMA	MONDO:0018905	diffuse large B-cell lymphoma	True	MONDO:0018905|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	FOLLICULAR LYMPHOMA	MONDO:0018906	follicular lymphoma	True	MONDO:0018906|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	FOLLICULAR LYMPHOMA	MONDO:0018906	follicular lymphoma	True	MONDO:0018906|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	FOLLICULAR LYMPHOMA	MONDO:0018906	follicular lymphoma	True	MONDO:0018906|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	FOLLICULAR LYMPHOMA	MONDO:0018906	follicular lymphoma	True	MONDO:0018906|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	FOLLICULAR LYMPHOMA	MONDO:0018906	follicular lymphoma	True	MONDO:0018906|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	FOLLICULAR LYMPHOMA	MONDO:0018906	follicular lymphoma	True	MONDO:0018906|UNII:4F4X42SYQ6		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	NON-HODGKIN LYMPHOMA	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|UNII:3A58010674		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	NON-HODGKIN LYMPHOMA	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|UNII:3A58010674		False
CARMUSTINE	CHEBI:3423	Carmustine	NON-HODGKIN’S LYMPHOMA	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|CHEBI:3423		False
CARMUSTINE	CHEBI:3423	Carmustine	NON-HODGKIN’S LYMPHOMA	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|CHEBI:3423		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	NON-HODGKIN’S LYMPHOMA (NHL)	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	NON-HODGKIN’S LYMPHOMA (NHL)	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	NON-HODGKIN’S LYMPHOMA (NHL)	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	NON-HODGKIN’S LYMPHOMA (NHL)	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	NON-HODGKIN’S LYMPHOMA (NHL)	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	NON‑HODGKIN’S LYMPHOMA (NHL)	MONDO:0018908	non-Hodgkin lymphoma	True	MONDO:0018908|UNII:4F4X42SYQ6		False
SUTIMLIMAB 	UNII:GNWE7KJ995	Sutimlimab	COLD AGGLUTININ DISEASE	MONDO:0018922	cold agglutinin disease	True	MONDO:0018922|UNII:GNWE7KJ995		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	STREPTOCOCCUS INFECTIONS	MONDO:0019020	PANDAS	True	MONDO:0019020|CHEBI:133011		False
